locode,name,country_code,latitude,longitude,port_size,max_vessel_size,channel_depth_m,cargo_depth_m,teu_thousands,zone_code,wpi_id,function,status,active
USFOC,Port Fourchon,US,29.1,-90.1833,,,,,,,,1-3-----,RL,1
USPGH,Port Gamble,US,47.85,-122.5833,Very Small,,45.7,34.7,,NAW-CAN,17230,1-------,RL,1
USABC,Port Hadlock,US,48.0167,-122.75,,,,,,,,1-------,RL,1
USNTD,Port Hueneme,US,34.1333,-119.1833,Medium,large vessels,38.4,42.1,,NAW-USA,16120,1234-6--,AI,1
USPHN,Port Huron,US,42.9667,-82.4167,Small,large vessels,49.4,45.7,,NAE-CAN,3700,1--4----,AI,1
USPIS,Port Isabel,US,26.08,-97.2,Very Small,large vessels,38.4,38.4,,,9330,1-3-----,RL,1
USPTJ,Port Jefferson,US,40.9333,-73.0667,Very Small,large vessels,45.7,45.7,,NAE-USA,7560,1-3-----,RL,1
USJDT,Port Laudania,US,26.05,-80.1167,,,,,,,,1----6--,RL,1
USPLV,Port Lavaca,US,28.6,-96.6167,Very Small,medium vessels,31.1,34.7,,NAE-GUS,9270,1-3-----,RN,0
USPLU,Port Ludlow,US,47.9167,-122.6833,,,,,,,,1-------,RL,1
USPMV,Port MacKenzie,US,61.2667,-149.9167,,,,,,,,123--6--,RL,1
USPDI,Port Madison,US,47.7,-122.5667,,,,,,,,1-3-----,RL,1
USPME,Port Manatee,US,27.6333,-82.55,Small,,34.7,,,NAE-GUS,8667,1-3-----,RL,1
USPM3,Port Monmouth,US,40.4333,-74.1,Small,medium vessels,38.4,34.7,,NAE-USA,7990,1-3--6--,RL,1
USPM4,"Port Morris, Bronx",US,40.8,-73.9167,,,,,,,,123-----,RL,1
USURR,Port Murray,US,40.7833,-74.9,,,,,,,,123--6--,RL,1
USPNJ,Port Newark,US,40.6833,-74.1167,Small,,34.7,42.1,,NAE-USA,7850,1-3-----,RL,1
USLU8,Port Of South Louisiana,US,30.05,-90.5,Very Small,large vessels,38.4,27.4,,NAE-GUS,8930,1----6--,RL,1
USQOC,Port Orchard,US,47.5333,-122.6333,Very Small,,38.4,38.4,,NAW-CAN,17440,1-------,RQ,1
USPO2,Port Orford,US,42.75,-124.5,Very Small,,,53.0,,NAW-USA,16710,1-3-----,RL,1
USYPR,Port Republic,US,38.3,-78.8167,,,,,,,,123--6--,RL,1
USRI4,Port Richmond,US,39.9833,-75.1,,,,,,,,123-----,RL,1
USPSJ,Port Saint Joe,US,29.8,-85.3,Small,medium vessels,38.4,38.4,,NAE-GUS,8740,123-----,RL,1
USPSL,Port San Luis,US,35.1667,-120.75,Very Small,large vessels,,38.4,,NAW-USA,16200,1-------,RL,1
USSUL,Port Sulphur,US,29.4667,-89.6833,Very Small,large vessels,34.7,27.4,,NAE-USA,8830,123-----,RN,0
USTWD,Port Townsend,US,48.12,-122.75,Small,,56.7,49.4,,,17160,1--4----,AI,1
USPOW,Port Washington,US,40.8167,-73.6833,Small,medium vessels,45.7,45.7,,,4870,1-3-----,RL,1
USPOJ,Portage,US,41.5833,-87.2,,,,,,,,123-----,RL,1
USZPT,Portageville,US,42.5667,-78.0333,,,,,,,,1-3--6--,RL,1
USPOD,Porterdale,US,33.5667,-83.8833,,,,,,,,1-3--6--,RL,1
USDTP,Portland,US,27.8667,-97.3167,Small,medium vessels,31.1,34.7,,,54140,123-----,RL,1
USPDX,Portland,US,-38.33,141.6,Small,medium vessels,31.1,34.7,,,54140,1--4----,AI,1
USPWM,Portland,US,43.67,-70.25,Minor,large vessels,38.4,34.7,,NAE-CAN,7150,1--4----,AI,1
USPWQ,Portland,US,-38.33,141.6,Small,medium vessels,31.1,34.7,,,54140,1-------,RQ,1
USXPT,Portola Valley,US,37.3833,-122.2333,,,,,,,,1-3--6--,RL,1
USPSM,Portsmouth,US,36.82,-76.3,Small,large vessels,31.1,34.7,,,8290,1--4----,AI,1
USPTM,Portsmouth,US,36.82,-76.3,Small,large vessels,31.1,34.7,,,8290,1-3-----,RN,0
USVTP,Portville,US,42.0333,-78.3333,,,,,,,,1----6--,RL,1
USPG8,Pound Ridge,US,41.2,-73.5667,,,,,,,,1----6--,RL,1
USTXX,Powderly,US,33.8,-95.5167,,,,,,,,1-------,RL,1
USPP4,Powells Point,US,36.15,-75.85,,,,,,,,1----6--,RL,1
USZPW,Powhatan,US,37.5333,-77.9167,,,,,,,,1-3--6--,RL,1
USPS3,Prairie du Sac,US,43.2833,-89.7167,,,,,,,,123-----,RL,1
USZWZ,Premont,US,27.35,-98.1167,,,,,,,,1----6--,RL,1
USPS9,Preston,US,42.0833,-111.8667,,,,,,,,1-------,RL,1
USP43,Priceville,US,34.9,-87.4667,,,,,,,,123-56--,RQ,1
USPT7,Prichard,US,38.2333,-82.5833,,,,,,,,1-3--6--,RL,1
USPP9,Prospect,US,37.3,-78.55,,,,,,,,1-------,RL,1
USQPX,Prosper,US,33.2333,-96.8,Very Small,,56.7,,,,16730,123--6--,RL,1
USPVD,Providence,US,41.8,-71.4,Minor,medium vessels,34.7,34.7,,NAE-CAN,7420,1--4----,AI,1
USPVC,Provincetown,US,42.05,-70.18,Very Small,medium vessels,53.0,53.0,,,7290,1--4----,AI,1
USPGQ,Puget Sound,US,47.8167,-122.4333,,,,,,,,1-------,AI,1
USYP5,Purchase,US,41.0333,-73.4,,,,,,,,1----6--,RQ,1
USZQE,Quarryville,US,39.8833,-76.15,,,,,,,,123--6--,RL,1
USZQU,Queen City,US,33.1333,-94.15,,,,,,,,123--6--,RL,1
USQUI,Quincy,US,39.9167,-120.9167,Small,medium vessels,56.7,38.4,,,7260,12------,RL,1
USRAC,Racine,US,42.73,-87.78,Small,medium vessels,53.0,53.0,,,4850,1-34----,AI,1
USYRG,Ragland,US,33.7333,-86.15,,,,,,,,1-3--6--,RL,1
USXRC,Rainbow City,US,33.95,-86.0333,,,,,,,,1-3-----,RL,1
USRAI,Rainier,US,46.08,-122.93,Very Small,,42.1,45.7,,,16890,1-3-----,RN,0
USRBO,Rancho Bernardo,US,33.0167,-117.05,,,,,,,,1-3--6--,RL,1
USRHG,Rancho Mirage,US,33.7333,-116.4167,,,,,,,,1-3--6--,RL,1
US8DD,Ranchos de Taos,US,36.35,-105.6,,,,,,,,1-3-----,RL,1
USYRP,Rapidan,US,38.3,-78.05,,,,,,,,1-3--6--,RL,1
USXRA,Ravena,US,42.4667,-73.8167,,,,,,,,123--6--,RL,1
USACC,Raymond,US,46.6833,-123.7167,Small,,42.1,42.1,,,17020,1-3-----,RL,1
USYRO,Raytown,US,39.0,-94.45,,,,,,,,123--6--,RL,1
USRF5,Red Feather Lakes,US,40.8,-105.5833,,,,,,,,1-------,RL,1
USRHY,Red Hill,US,40.3667,-75.4833,,,,,,,,123-----,RL,1
USRDK,Red Oak,US,41.0,-95.2167,,,,,,,,123--6--,RL,1
USRWC,Redwood City,US,37.53,-122.2,Very Small,medium vessels,42.1,34.7,,,16320,1-3-----,RN,0
USRR6,Redwood Valley,US,39.25,-123.2,,,,,,,,1-3-----,RL,1
USIZK,Renick,US,37.4667,-80.3167,,,,,,,,1----6--,RL,1
USJE7,Renville,US,44.7833,-95.2,,,,,,,,1-------,RQ,1
USRXF,Rexford,US,48.9,-115.1667,,,,,,,,1-3--6--,RL,1
USYRY,Reynoldsville,US,41.0833,-78.8833,,,,,,,,123--6--,RL,1
USZBK,Rhinebeck,US,41.9167,-73.9,,,,,,,,123--6--,RL,1
USRCH,Richmond,US,37.53,-77.42,Very Small,large vessels,49.4,49.4,,NAE-USA,8320,1-3-----,RN,0
USRIC,Richmond,US,37.55,-77.45,Very Small,large vessels,49.4,49.4,,NAE-USA,8320,1-34----,AI,1
USZIC,Rickreall,US,44.9167,-123.2167,,,,,,,,123--6--,RL,1
USRIM,Rimer,US,40.8833,-84.2,,,,,,,,123--6--,RL,1
USRAF,Ringle,US,44.8833,-89.4167,,,,,,,,1-3-----,RL,1
USR88,Rio,US,43.45,-89.2333,,,,,,,,1----6--,RL,1
USRG6,River Grove,US,41.9167,-87.8333,,,,,,,,1-3-----,RL,1
USQQN,River Ridge,US,29.95,-90.2,,,,,,,,1-3-----,RL,1
USZRB,Riverbank,US,37.7333,-120.9333,,,,,,,,123--6--,RL,1
USRV5,Riverdale,US,43.2,-75.4167,,,,,,,,1----6--,RQ,1
USRGJ,Rivergate,US,45.6167,-122.7667,,,,,,,,123--6--,RL,1
USVRD,Riverside,US,41.3833,-73.1667,,,,,,,,123-----,RL,1
USVSE,Riverside,US,41.7667,-71.35,,,,,,,,123-----,RL,1
USR55,Rochelle,US,38.2833,-78.2667,,,,,,,,1-3-----,RL,1
USROC,Rochester,US,43.27,-77.6,Small,medium vessels,49.4,49.4,,NAE-CAN,3200,1--4----,AI,1
USRC6,Rock Creek,US,41.65,-80.85,,,,,,,,1-------,RL,1
USXRT,Rock Tavern,US,41.45,-74.1833,,,,,,,,1-3--6--,RL,1
USRYK,Rockaway Parks,US,40.5667,-73.8333,,,,,,,,1----6--,RQ,1
USRKD,Rockland,US,44.1,-69.1,Very Small,medium vessels,53.0,49.4,,,6960,1-34----,AI,1
USR63,Rockport,US,39.5333,-91.0,Very Small,medium vessels,56.7,56.7,,,7200,1----6--,RL,1
USRP3,Rockport,US,44.1833,-69.0833,Very Small,medium vessels,27.4,56.7,,NAE-CAN,6950,1-3-----,RL,1
USR2V,Rockville,US,37.7167,-77.6667,,,,,,,,1-------,RL,1
USRYF,Rocky Face,US,34.8,-85.0167,,,,,,,,1----6--,RL,1
USRKY,Rocky River,US,41.4667,-81.8333,,,,,,,,123--6--,RL,1
USRD4,Rodeo,US,38.0167,-122.25,,,,,,,,1-------,RL,1
USRGS,Rogers,US,41.8333,-71.9,,,,,,,,1-3-5---,RL,1
USRCY,Rogers City,US,45.45,-83.82,Very Small,medium vessels,56.7,56.7,,,4500,1-3-----,RN,0
USRH2,Rogers Haven,US,38.5667,-75.1,,,,,,,,1-3--6--,RL,1
USRJQ,Roggen,US,40.1667,-104.3667,,,,,,,,1----6--,RQ,1
USR3O,Rollinsford,US,43.2333,-70.8167,,,,,,,,123-----,RL,1
USOMD,Romoland,US,33.7333,-117.1667,,,,,,,,123--6--,RL,1
USROJ,Ronks,US,40.0167,-76.1667,,,,,,,,1----6--,RQ,1
USRLT,Roosevelt,US,45.7333,-120.2,,,,,,,,1-3-----,RL,1
USR34,Rootstown,US,41.0833,-81.2333,,,,,,,,1----6--,RL,1
USRSG,Rosenberg,US,29.55,-95.8,,,,,,,,123--6--,RL,1
USRJT,Roseton,US,41.5667,-74.0,,,,,,,,1-------,RL,1
USRV9,Roseville,US,,,,,,,,,,1-------,RL,1
USRSK,Rosiclare,US,37.4167,-88.35,,,,,,,,1-3--6--,RL,1
USRYN,Roslyn Heights,US,40.7833,-73.6333,,,,,,,,1----6--,RQ,1
USRAJ,Rotterdam,US,51.89,4.32,Major,large vessels,34.7,45.7,13820,EU-NEU,31140,123-----,RL,1
USR5W,Rowena,US,43.5167,-96.55,,,,,,,,1-------,RL,1
USZRE,Rowlett,US,32.9,-96.55,,,,,,,,123--6--,RL,1
USYRF,Ruffin,US,33.0,-80.8,,,,,,,,123--6--,RL,1
USYRD,Runnemede,US,39.85,-75.0667,,,,,,,,123--6--,RL,1
USZRY,Rye,US,40.9667,-73.6833,Very Small,medium vessels,56.7,53.0,,NAE-USA,7620,123--6--,RL,1
USZHB,Sabetha,US,39.9,-95.8,,,,,,,,123--6--,RL,1
USSBB,Sabina,US,39.4833,-83.6333,,,,,,,,123--6--,RL,1
USSAB,Sabine,US,29.72,-93.87,Very Small,large vessels,34.7,34.7,,,9050,1-3-----,RN,0
USQSK,Saco,US,43.5,-70.45,Very Small,medium vessels,56.7,56.7,,NAE-CAN,7160,123-----,RL,1
USSAC,Sacramento,US,38.5667,-121.4833,Small,large vessels,42.1,42.1,,NAW-USA,16590,1--4----,AI,1
USRV4,Saddle River,US,41.0167,-74.1,,,,,,,,1----6--,RQ,1
USGXH,Sag Harbor,US,41.0167,-72.3,,,,,,,,1-------,RL,1
USSP2,Sagaponack,US,40.9167,-72.2833,,,,,,,,1-3-----,RL,1
USXSG,Sagola,US,46.0833,-88.0667,,,,,,,,123--6--,RL,1
USSA3,Saint Albans,US,38.3833,-81.8167,,,,,,,,123-----,RL,1
USS7T,Saint Charles,US,38.7833,-90.5,,,,,,,,1-------,RL,1
USSKZ,Saint Clair,US,40.7167,-76.1833,,,,,,,,123--6--,RL,1
USCS4,Saint Clair Shores,US,42.4833,-82.8833,,,,,,,,1-3--6--,RL,1
USST9,Saint George,US,44.0167,-69.1833,,,,,,,,1----6--,RL,1
USSTG,Saint George Island,US,,,,,,,,,,1--4----,AI,1
USSTH,Saint Helens,US,,,,,,,,,,1-3-----,RN,0
USHZA,Saint Henry,US,40.4167,-84.6333,,,,,,,,123--6--,RL,1
USJSY,Saint James City,US,26.4833,-82.0833,,,,,,,,1-3--6--,RL,1
USJO4,Saint Johns,US,30.0833,-81.5833,,,,,,,,1-------,RL,1
USTOU,Saint Johnsville,US,43.0,-74.6833,,,,,,,,1-3-----,RL,1
USYSJ,Saint Joseph,US,31.9167,-91.2333,,,,,,,,123--6--,RL,1
USOK9,Saint Louis,US,35.0667,-96.85,,,,,,,,1----6--,RQ,1
USSTL,Saint Louis,US,38.6167,-90.1833,,,,,,,,1-34----,AI,1
USUTS,Saint Louis,US,30.25,-91.2333,,,,,,,,1-3-----,RL,1
USSTP,Saint Paul,US,,,,,,,,,,1-34----,AI,1
USS67,Saint Paul Park,US,44.8333,-92.9833,,,,,,,,1-3-----,RL,1
US6TT,Saint Pete Beach,US,27.7167,-82.7333,,,,,,,,1-3-----,RL,1
USPIE,Saint Petersburg,US,27.7667,-82.6833,,,,,,,,1234----,AI,1
USSRE,Saint Rose,US,29.95,-90.3167,Very Small,large vessels,38.4,38.4,,NAE-GUS,8920,123-----,RN,0
USXTM,Saint Thomas,US,39.9167,-77.7833,,,,,,,,1-3--6--,RL,1
USSLM,Salem,US,42.52,-70.88,Small,large vessels,42.1,42.1,,NAE-CAN,7225,1-3-----,RN,0
USS2B,Salemburg,US,35.9333,-78.1833,,,,,,,,1-------,RQ,1
USIOR,Samoa,US,40.7833,-124.2,Very Small,,45.7,42.1,,NAW-USA,16680,12------,RL,1
USZSI,San Acacio,US,37.2,-105.55,,,,,,,,1-3--6--,RL,1
USSAN,San Diego,US,32.7,-117.15,Minor,large vessels,34.7,38.4,,NAW-USA,16010,1-34----,AI,1
USSFO,San Francisco,US,37.82,-122.42,Major,large vessels,38.4,34.7,,NAW-USA,16300,1--45---,AI,1
USSJC,San Jose,US,,,,,,,,,,1--4----,AI,1
USZXZ,San Lucas,US,36.1167,-121.0167,,,,,,,,1-3-----,RL,1
USSXF,San Mateo,US,,,,,,,,,,1-3-----,RN,0
USSPQ,San Pedro,US,-33.58,-59.82,Very Small,large vessels,42.1,,,,13670,1--4----,AI,1
USBMH,Sandoval,US,38.6167,-89.1167,,,,,,,,123-----,RL,1
USZDS,Sands Point,US,40.85,-73.7167,,,,,,,,1-3--6--,RL,1
USSKY,"Sandusky, Erie",US,41.4333,-82.7,Small,medium vessels,45.7,45.7,,NAE-CAN,3530,1234----,AI,1
USSYP,Sandy Point,US,44.52,-68.82,Very Small,medium vessels,53.0,42.1,,,6870,1-3-----,RN,0
USYSG,Sandy Springs,US,33.9167,-84.3667,,,,,,,,1-3--6--,RL,1
USFU7,Sanford,US,43.6667,-84.3667,,,,,,,,1----6--,RL,1
USSBA,Santa Barbara,US,34.42,-119.68,Very Small,,53.0,49.4,,,16150,1-34----,AI,1
USSRU,Santa Cruz,US,36.97,-122.02,Very Small,,56.7,42.1,,,16270,1--4----,AI,1
USJQJ,Santa Rosa Beach,US,30.4,-86.2333,,,,,,,,1-------,RL,1
USRO2,Santa Rosa Island,US,33.95,-120.1,,,,,,,,1-------,RL,1
USSA6,Santee,US,33.4667,-80.4833,,,,,,,,1-------,RL,1
USSRN,Saranac,US,42.9167,-85.2,,,,,,,,123--6--,RL,1
USZOR,Sarasota,US,27.3333,-82.5333,,,,,,,,123-----,RL,1
USS4Y,Sarita,US,27.2167,-97.7833,,,,,,,,1-3-----,RL,1
USZOP,Satsop,US,47.0,-123.4667,,,,,,,,123--6--,RL,1
USSSM,Sault Sainte Marie,US,,,,,,,,,,1--4----,AI,1
USJMC,Sausalito,US,37.85,-122.48,Very Small,,49.4,,,NAW-USA,16385,1-34----,AI,1
USSAV,Savannah,US,32.085,-81.09,Major,large vessels,31.1,38.4,5546,,8530,1--4----,AI,1
USTSA,Savannah,US,32.085,-81.09,Major,large vessels,31.1,38.4,5546,,8530,1-3-----,RL,1
USXNA,Sayreville,US,40.45,-74.35,Very Small,medium vessels,53.0,53.0,,NAE-USA,7970,123-----,RL,1
USQJZ,Scales Mound,US,42.4667,-90.25,,,,,,,,1----6--,RL,1
USS44,Scio,US,44.7,-122.8333,,,,,,,,1-------,RL,1
USXOT,Scott,US,33.5833,-91.0667,,,,,,,,123--6--,RL,1
USSTZ,Scottsdale,US,33.5,-111.8833,,,,,,,,1-3--6--,RL,1
USTTS,Scottsville,US,37.7833,-78.4833,,,,,,,,123-----,RL,1
US7OL,Sea Cliff,US,40.8333,-73.6333,,,,,,,,1-3-----,RL,1
USSRP,Searsport,US,44.45,-68.92,Small,large vessels,38.4,31.1,,,6910,1-3-----,RN,0
USSEA,Seattle,US,47.6,-122.33,Large,large vessels,38.4,5.5,3100,NAW-CAN,17730,1--45---,AI,1
USYSB,Sebree,US,37.6,-87.5167,,,,,,,,123--6--,RL,1
USSE4,Sedan,US,37.1167,-96.1833,,,,,,,,1-------,RL,1
USOSM,Selma,US,42.2667,-123.6,,,,,,,,1-3-----,RL,1
USXSK,Shaker Heights,US,41.4667,-81.5333,,,,,,,,123--6--,RL,1
USSR4,Shalimar,US,30.45,-86.5833,,,,,,,,123-----,RL,1
USYSH,Shamokin,US,40.7833,-76.55,,,,,,,,123--6--,RL,1
USYSD,Shedd,US,44.45,-123.1,,,,,,,,123--6--,RL,1
USNE5,Shelby,US,41.1833,-97.4167,,,,,,,,1-3-----,RL,1
USZ4X,Sheldon,US,45.3,-90.95,,,,,,,,1-3-----,RL,1
USXSI,Shelter Island,US,41.0667,-72.3333,,,,,,,,1-3--6--,RL,1
USZSO,Sherborn,US,42.2333,-71.3667,,,,,,,,123-----,RL,1
USXSH,Shingle Springs,US,38.65,-120.9167,,,,,,,,123--6--,RL,1
USSBQ,Ship Bottom,US,39.65,-74.1833,,,,,,,,1-------,RL,1
USIPX,Ship Island,US,30.2,-88.95,,,,,,,,1-------,RL,1
USXSY,Short Hills,US,40.7333,-74.3167,,,,,,,,1-3--6--,RL,1
USS7I,Sidney,US,37.6167,-82.35,Very Small,large vessels,,49.4,,,18660,1-------,RL,1
USSI7,Sierra Vista,US,37.15,-120.2833,,,,,,,,1-------,RL,1
USZVA,Silva,US,37.1667,-90.4667,,,,,,,,1-------,RL,1
USSIB,Silver Bay,US,,,,,,,,,,1-3-----,RN,0
USVKY,Silver Grove,US,39.0333,-84.3833,,,,,,,,123-----,RL,1
USXVN,Silverton,US,45.0,-122.7667,,,,,,,,123--6--,RL,1
US2SI,Sinton,US,28.0333,-97.5,,,,,,,,1-3-----,RL,1
USSUX,Sioux City,US,,,,,,,,,,1--4----,AI,1
USYER,Sisters,US,44.2833,-121.5333,,,,,,,,1-3--6--,RL,1
USSGY,Skagway,US,59.45,-135.33,Very Small,large vessels,5.5,34.7,,,19590,1--4----,AI,1
USSI2,Sledge Island,US,64.4833,-166.2,,,,,,,,1-3-----,RL,1
USSK4,Smackover,US,33.35,-92.7167,,,,,,,,1-------,RL,1
USYSV,Smelterville,US,47.5333,-116.1667,,,,,,,,1-3--6--,RL,1
USITN,Smithton,US,40.15,-79.7333,,,,,,,,123--6--,RL,1
USYSK,Smokey Point,US,48.15,-122.1667,,,,,,,,1-3--6--,RL,1
USS7Y,Smyrna,US,34.75,-76.5167,,,,,,,,1-------,RL,1
USSE3,Soap Lake,US,47.3833,-119.4833,,,,,,,,123--6--,RL,1
USYSS,Soda Springs,US,42.65,-111.6,,,,,,,,123--6--,RL,1
USSOD,Sodus Point,US,,,,,,,,,,1-3-----,RN,0
USOMU,Solomons,US,38.3167,-76.45,Very Small,medium vessels,42.1,56.7,,NAE-USA,8227,1-3-----,RL,1
USSS3,Somerset,US,41.7333,-71.1667,,,,,,,,1-3--6--,RL,1
USACJ,South Bend,US,46.67,-123.78,Small,,42.1,42.1,,,17010,1-3-----,RN,0
USODT,South Dartmouth,US,41.5833,-70.9333,,,,,,,,1-3--6--,RL,1
USQPZ,South Fallsburg,US,,,,,,,,,,1-------,RL,1
USYSY,South Glastonbury,US,41.6833,-72.5833,,,,,,,,1----6--,RL,1
USZYX,South Hamilton,US,42.6,-70.8667,,,,,,,,1-------,RL,1
USSOH,South Haven,US,42.4,-86.28,Very Small,medium vessels,53.0,56.7,,,4730,1-3-----,RN,0
USXSJ,South Jordan,US,40.55,-111.9167,,,,,,,,123--6--,RL,1
USS7K,South Kingstown,US,41.4333,-71.5167,,,,,,,,1-------,RL,1
USAA9,South Mills,US,36.4333,-76.3167,,,,,,,,1-3-----,RL,1
US2OG,South Ogden,US,41.1833,-111.9667,,,,,,,,1-------,RL,1
USOZN,South Ozone Park,US,40.6667,-73.8167,,,,,,,,1----6--,RQ,1
USPXD,South Padre Island,US,26.1,-97.15,,,,,,,,1-3-----,RL,1
USSPT,South Saint Paul,US,44.8833,-93.05,,,,,,,,1234----,RL,1
USS8K,South Salt Lake,US,40.7167,-111.8833,,,,,,,,1-3-----,RL,1
USQSW,South Walpole,US,42.1,-71.25,,,,,,,,1-3-----,RL,1
USIOH,South Willamsport,US,41.2333,-77.0,,,,,,,,123-----,RL,1
USUWH,South Windham,US,41.6833,-72.1667,,,,,,,,123--6--,RL,1
USHH7,Southhaven,US,34.9833,-90.1167,Very Small,medium vessels,53.0,56.7,,,4730,1-3-----,RL,1
US7BA,Speedwell,US,36.45,-83.8667,,,,,,,,1-3-----,RL,1
USECR,Spencer,US,35.6833,-80.4333,,,,,,,,123-----,RL,1
USRWQ,Spencer,US,39.2833,-86.75,,,,,,,,1----6--,RL,1
USLX8,Spillville,US,43.2,-91.95,,,,,,,,1----6--,RL,1
USXXO,Spotsylvania,US,38.2,-77.5833,,,,,,,,1----6--,RL,1
USQSG,Spring Green,US,43.1667,-90.0667,,,,,,,,123--6--,RL,1
USS3G,Spring Grove,US,37.2667,-79.85,,,,,,,,1-------,RL,1
USSG3,Spring Grove,US,42.4333,-88.1833,,,,,,,,1-3-----,RL,1
USZSG,Spring Grove,US,39.8667,-76.85,,,,,,,,123-----,RL,1
USPGY,"Spring Valley, San Diego",US,32.7333,-116.9833,,,,,,,,1-3--6--,RL,1
USSFY,Springfield,US,,,,,,,,,,1-3-----,RN,0
USXPG,"Springville, Suffolk",US,40.8667,-72.5333,,,,,,,,1----6--,RL,1
USYSP,Sproul,US,40.2667,-78.45,,,,,,,,1-3--6--,RL,1
USSR9,Stansbury park,US,40.6333,-112.2833,,,,,,,,1----6--,RL,1
USYRX,Star,US,35.4,-79.7833,,,,,,,,1----6--,RL,1
USRL5,Starlight,US,38.4,-85.8833,,,,,,,,1----6--,RL,1
USXAR,Starr,US,34.3667,-82.6833,,,,,,,,123--6--,RL,1
USUYU,Staten Island,US,40.5833,-74.15,,,,,,,,1-3-----,RL,1
USQQX,Steelton,US,40.2333,-76.8333,,,,,,,,1----6--,RL,1
USZSP,Stephen,US,48.45,-96.8667,,,,,,,,1234-6--,RL,1
USTEP,Stephentown,US,42.5333,-73.3667,,,,,,,,1-3--6--,RL,1
USSGI,Sterling,US,41.7833,-89.6833,,,,,,,,123-----,RL,1
USZSB,Stevensburg,US,38.4333,-77.9,,,,,,,,1-3--6--,RL,1
USTWM,"Stewart, McLeod",US,44.7167,-94.35,,,,,,,,123--6--,RL,1
USSKT,Stickney,US,41.8167,-87.7667,,,,,,,,123--6--,RL,1
USLLM,Stillmore,US,32.4333,-82.2,,,,,,,,1-3--6--,RL,1
USTIS,Stillwater,US,45.05,-92.8,,,,,,,,123-----,RL,1
USTK9,Stockett,US,47.35,-111.1667,,,,,,,,1----6--,RL,1
USSCK,Stockton,US,37.95,-121.2833,Small,large vessels,42.1,34.7,,NAW-USA,16520,1-34----,AI,1
USSGN,Stonington,US,41.3333,-71.9,Very Small,medium vessels,53.0,53.0,,NAE-CAN,7470,123--6--,RL,1
USS8T,Stony Point,US,41.2167,-73.9833,,,,,,,,1-------,RL,1
USNYI,"Stony Point, Rockland",US,41.2333,-73.9833,,,,,,,,123--6--,RL,1
USSO9,Stookey,US,38.5,-90.0833,,,,,,,,1----6--,RL,1
USZST,Stormville,US,41.5667,-73.7333,,,,,,,,1-------,RL,1
USVOW,Stow,US,42.15,-79.4,,,,,,,,1-3-----,RL,1
USQST,Stoystown,US,40.1,-78.9333,,,,,,,,123--6--,RL,1
USTFO,Stratford,US,44.8,-90.0667,,,,,,,,1-3-----,RL,1
USHJD,Sugar City,US,43.8667,-111.7333,,,,,,,,1-3-----,RL,1
USZSU,Sugarcreek,US,40.5,-81.6333,,,,,,,,123--6--,RL,1
USASZ,Sumiton,US,33.75,-87.05,,,,,,,,123-----,RL,1
USSK3,Summerland Key,US,24.65,-81.45,,,,,,,,1-3-----,RL,1
USSUT,Sunny Point,US,33.9833,-77.95,,,,,,,,1-------,RL,1
USSUW,Superior,US,46.73,-92.07,Minor,large vessels,45.7,42.1,,,5450,1--4----,AI,1
USUIT,Susitna,US,61.5333,-150.5,,,,,,,,1-------,RL,1
USZSD,Sutherland,US,37.1833,-77.55,,,,,,,,1-3--6--,RL,1
USZYY,Suttons Bay,US,44.9667,-85.65,,,,,,,,123-----,RL,1
USZS2,Swoope,US,38.15,-79.2,,,,,,,,1-------,RL,1
USYL9,Sylvania,US,41.7167,-83.7,,,,,,,,1----6--,RL,1
USSYR,Syracuse,US,,,,,,,,,,1--4----,AI,1
USTB3,Tabor,US,42.9333,-97.65,,,,,,,,1-------,RL,1
USQTB,Tabor City,US,34.1333,-78.8667,,,,,,,,1-3--6--,RL,1
USTIW,Tacoma,US,47.28,-122.42,Medium,large vessels,5.5,27.4,,NAW-CAN,17700,1--4----,AI,1
USTCH,Taconite Harbor,US,47.5167,-90.9167,,,,,,,,1-3-----,RL,1
USTFT,Taft,US,29.9833,-90.4333,,,,,,,,1-3-----,RL,1
USTA3,Tahuya,US,47.3667,-123.05,,,,,,,,1-------,RL,1
USZAO,Taintor,US,41.5,-92.7333,,,,,,,,1-3--6--,RL,1
USYTL,Talent,US,42.2333,-122.7833,,,,,,,,123-----,RL,1
USTA2,Talihina,US,34.75,-95.0333,,,,,,,,1-------,RL,1
USYTA,"Tallassee, Elmore",US,32.5333,-85.8833,,,,,,,,1-3--6--,RL,1
USTRK,Tamarac,US,26.2,-80.25,,,,,,,,123--6--,RL,1
USTMM,Tamms,US,37.2333,-89.2667,,,,,,,,123--6--,RL,1
USTPA,Tampa,US,27.92,-82.45,Medium,large vessels,31.1,34.7,,NAE-GUS,8670,1--45---,AI,1
USXTS,Tams,US,37.65,-81.3,,,,,,,,123--6--,RL,1
USTBJ,Tanaga Bay,US,51.7333,-178.0333,,,,,,,,1-------,RL,1
USZTG,Tangent,US,44.5333,-123.1,,,,,,,,123-----,RL,1
USZKL,Tarpon Springs,US,28.75,-28.75,Very Small,medium vessels,56.7,56.7,,NAE-GUS,8700,1----6--,RQ,1
USTWZ,Tarrytown,US,41.0667,-73.8667,,,,,,,,123-----,RL,1
USTDI,Tatoosh Island,US,48.3833,-124.7333,,,,,,,,1-------,RL,1
USTNE,Tavernier,US,25.0,-80.5167,,,,,,,,1-3--6--,RL,1
