locode,name,country_code,latitude,longitude,port_size,max_vessel_size,channel_depth_m,cargo_depth_m,teu_thousands,zone_code,wpi_id,function,status,active
BRVVE,Vila Velha,BR,-20.3333,-40.2833,,,,,,,,1-3--6--,AA,1
BRVIX,VitÃ³ria,BR,-20.3167,-40.3167,Medium,large vessels,38.4,38.4,,SA-ESA,12850,1234-6--,AA,1
BRVDX,VitÃ³ria do Xingu,BR,-2.8833,-52.0,,,,,,,,1-3-----,AA,1
BRXAA,XambioÃ¡,BR,-6.4,-48.5167,,,,,,,,1-3-----,AA,1
BRXQI,Xique-Xique,BR,-10.8167,-42.7167,,,,,,,,1-34----,AA,1
BSASD,"Andros Town, Andros Island",BS,,,,,,,,,,1--4----,AI,1
BSBKC,Bock Cay,BS,23.8167,-76.1667,,,,,,,,1-------,RL,1
BSCEL,Cape Eleuthera,BS,24.8167,-76.35,,,,,,,,1--4----,AI,1
BSCCZ,"Chub Cay, Berry Islands",BS,,,,,,,,,,1--4----,AI,1
BSCLP,Clifton Point,BS,25.0,-77.5333,,,,,,,,1-------,RQ,1
BSCBT,Cockburn Town,BS,24.0333,-74.5167,Very Small,,,56.7,,NAE-CAR,10006,1-------,RQ,1
BSCOX,Congo Town,BS,24.15,-77.5333,,,,,,,,1--4----,AI,1
BSCRI,Crooked Island,BS,,,,,,,,,,1--4----,AI,1
BSELE,Eleuthera Island,BS,,,,,,,,,,1-------,RQ,1
BSFPO,"Freeport, Grand Bahama",BS,,,,,,,,,,1--4----,AI,1
BSGGT,"George Town, Great Exuma Island",BS,,,,,,,,,,1--4----,AI,1
BSGOC,Gorda Cay,BS,26.0833,-77.5333,,,,,,,,1-------,RL,1
BSGHB,"Governors Harbour, Eleuthera",BS,,,,,,,,,,1--4----,AI,1
BSEXU,Great Exuma Island,BS,23.5333,-75.8333,,,,,,,,1-------,RL,1
BSGHC,Great Harbour Cay,BS,25.75,-77.8333,,,,,,,,1--4----,AI,1
BSGSC,Great Stirrup Cay,BS,25.8333,-77.9,,,,,,,,1-------,RQ,1
BSGTC,Green Turtle Cay,BS,26.75,-77.3333,,,,,,,,1--4----,AI,1
BSHBI,Harbour Island,BS,25.5,-76.6333,,,,,,,,1--4----,AI,1
BSIGA,Inagua,BS,,,,,,,,,,1--4----,AI,1
BSHMC,Little San Salvador,BS,24.5833,-75.9167,,,,,,,,1-------,RL,1
BSCOC,Little Stirrup Cay,BS,25.8167,-77.9333,,,,,,,,1-------,RQ,1
BSLUC,Lucaya,BS,26.5167,-78.6333,,,,,,,,1-------,RQ,1
BSMHH,Marsh Harbour,BS,26.5333,-76.9667,,,,,,,,1--4----,AI,1
BSMAT,Matthew Town,BS,20.95,-73.68,Very Small,medium vessels,53.0,31.1,,,10010,1-------,RQ,1
BSMYG,Mayaguana Island,BS,,,,,,,,,,1--4----,AI,1
BSNAS,Nassau,BS,25.0833,-77.35,Medium,large vessels,34.7,34.7,,NAE-GUS,9990,1--45---,AI,1
BSOCE,Ocean Cay,BS,,,,,,,,,,1-------,RQ,1
BSRSD,Rock Sound,BS,24.9,-76.2,,,,,,,,1--4----,AI,1
BSSAQ,San Andros,BS,25.0667,-78.05,,,,,,,,1--4----,AI,1
BSZSA,San Salvador Island,BS,,,,,,,,,,1--4----,AI,1
BSSRP,South Riding Point,BS,26.62,-78.22,Very Small,large vessels,5.5,,,,9987,1-------,RQ,1
BSSML,Stella Maris,BS,23.6,-75.3,,,,,,,,1--4----,AI,1
BSTBI,The Bight,BS,24.3167,-75.4,,,,,,,,1--4----,AI,1
BSTCB,"Treasure Cay, Great Abaco Island",BS,,,,,,,,,,1--4----,AI,1
BSWKR,Walker's Cay,BS,,,,,,,,,,1--4----,AI,1
BSWTD,West End,BS,26.6833,-78.9667,,,,,,,,1--4----,AI,1
BWDUK,Dukwi,BW,-20.5833,26.5333,,,,,,,,1----6--,RL,1
BWMAH,Mahalapye,BW,-23.1,26.8333,,,,,,,,123-----,RL,1
BYKLK,Kletsk,BY,53.05,26.6167,,,,,,,,1-3-----,RL,1
BYKYC,Kostyukovichi,BY,53.35,32.05,,,,,,,,123--6--,RL,1
BYPIK,Pinsk,BY,52.1167,26.0833,,,,,,,,123-----,RL,1
BYRYA,Rechytsa,BY,52.35,30.4,,,,,,,,123-----,RL,1
BYSNM,Slonim,BY,53.1,25.3167,,,,,,,,123--6--,RL,1
BYVAW,Vawkavysk,BY,53.15,24.4333,,,,,,,,123-----,RL,1
BZBAR,Barranco,BZ,16.0,-88.9167,,,,,,,,1-------,RL,1
BZBZE,Belize City,BZ,17.5,-88.18,Small,large vessels,20.1,38.4,,NAE-CEN,9590,1--45---,AI,1
BZBGK,Big Creek,BZ,16.5167,-88.4,,,,,,,,1-34----,RL,1
BZCOL,Colinto,BZ,,,,,,,,,,1-------,QQ,1
BZDGA,Dangriga,BZ,16.9667,-88.2167,,,,,,,,1-3-----,RL,1
CAALK,Adlavik,CA,54.9167,-58.9167,,,,,,,,1-3-----,AS,1
CAAGU,Aguathuna,CA,48.55,-58.7667,,,,,,,,1-3-----,RL,1
CAAAL,Alert Bay,CA,50.58,-126.93,Very Small,large vessels,27.4,42.1,,,18860,1-------,AI,1
CAABL,Amberly,CA,44.05,-81.7167,,,,,,,,1----6--,RQ,1
CAAMH,Amherstburg,CA,42.1,-83.1,Small,medium vessels,49.4,49.4,,,3380,1-------,AS,1
CAANB,Andys Bay,CA,,,,,,,,,,1-------,AS,1
CAANZ,Anzac,CA,56.4333,-111.0333,,,,,,,,123-----,RL,1
CAAHL,Apple Hill,CA,,,,,,,,,,1-------,RQ,1
CAARB,Arctic Bay,CA,73.0333,-85.1667,,,,,,,,1-34----,AS,1
CANWP,Argentia,CA,47.3,-54.0,Minor,medium vessels,34.7,34.7,,NAE-CAN,1710,1-34----,AI,1
CAARI,Arichat,CA,45.5167,-61.0167,,,,,,,,1-3-----,RL,1
CAARC,Arnold's Cove,CA,47.7667,-53.9833,Small,large vessels,5.5,27.4,,NAE-CAN,1715,1-3-----,AS,1
CAYEK,Arviat,CA,61.1,-94.05,,,,,,,,1--4----,AI,1
CAASQ,Asquith,CA,52.1167,-107.2167,,,,,,,,1----6--,RL,1
CAALV,Atholville,CA,47.9833,-66.7167,,,,,,,,123-----,RL,1
CAAVO,Avondale,CA,47.4167,-53.2,,,,,,,,1-3-----,AS,1
CAAVP,Avonport,CA,45.1,-64.25,,,,,,,,123-----,RL,1
CABAD,Baddeck,CA,,,,,,,,,,1-------,RQ,1
CABGT,Bagotville,CA,,,,,,,,,,1-------,AC,1
CABCO,Baie Comeau,CA,49.23,-68.13,Small,large vessels,42.1,34.7,,,2015,1--4----,AS,1
CABVE,Baie Verte,CA,49.9167,-56.1833,,,,,,,,1-3-----,AS,1
CABJO,Baie-Johan-Beetz,CA,50.3,-62.8333,,,,,,,,1-34----,AS,1
CABLK,Baker Lake,CA,64.3167,-96.0333,,,,,,,,1-3-----,RL,1
CABAA,Bala,CA,45.0,-79.6,,,,,,,,123--6--,RL,1
CABDR,Bald Rock,CA,44.4667,-63.5667,,,,,,,,1-3-----,RL,1
CABAM,Bamberton,CA,48.55,-123.52,Very Small,large vessels,5.5,42.1,,,18665,1-------,RQ,1
CABCT,Bancroft,CA,,,,,,,,,,1-3-----,RQ,1
CANTR,Bantry,CA,50.4833,-111.7333,Very Small,large vessels,38.4,38.4,,EU-NEU,34260,1-------,RL,1
CABAN,Barrington,CA,43.5667,-65.5667,,,,,,,,1-3-----,RL,1
CABTH,Bath,CA,43.92,-69.82,Small,medium vessels,42.1,42.1,,NAE-CAN,7080,1-------,AS,1
CABAT,Bathurst,CA,,,,,,,,,,1--4----,AS,1
CABBU,Bay Bulls,CA,47.3333,-52.8333,,,,,,,,1-3-----,AS,1
CABYR,Bay Roberts,CA,47.5833,-53.3,,,,,,,,1-3-----,AS,1
CABAY,Bayside (St Roberts),CA,,,,,,,,,,1-------,AS,1
CABST,"Bayside, Charlotte",CA,45.1333,-67.1167,Very Small,,,,,NAE-CAN,6575,1-3-----,RL,1
CABPO,Beach Point,CA,46.0167,-62.4833,,,,,,,,1-3-----,RL,1
CABCV,Beale Cove,CA,,,,,,,,,,1-------,AS,1
CABEA,Beaver Cove,CA,50.5167,-126.8667,,,,,,,,123-----,RL,1
CABEH,Beaver Harbour,CA,,,,,,,,,,1-------,RQ,1
CABEC,BÃ©cancour,CA,46.3333,-72.4333,,,,,,,,1-------,AS,1
CABDF,Bedford,CA,44.7167,-63.6833,,,,,,,,123--6--,RL,1
CABLC,Bella Coola,CA,52.37,-126.8,Very Small,large vessels,,45.7,,,18890,1-------,AS,1
CABEL,Belledune,CA,,,,,,,,,,1-------,AS,1
CAEEK,Belleisle Creek,CA,,,,,,,,,,1-------,RQ,1
CABLV,Belleville,CA,44.15,-77.4,Small,medium vessels,53.0,53.0,,,2930,1-3-----,AS,1
CABLL,Beloeil,CA,,,,,,,,,,123-----,AS,1
CABLD,Belwood,CA,43.7667,-80.3333,,,,,,,,1----6--,RQ,1
CABFR,Beresford,CA,47.6833,-65.7,,,,,,,,123-----,RL,1
CABLH,Blacks Harbour,CA,,,,,,,,,,1-3-----,AS,1
CABSK,Blackstock,CA,44.1,-78.7833,,,,,,,,1-3--6--,RQ,1
CABBY,Blind Bay,CA,,,,,,,,,,1-------,AS,1
CABLR,Blind River,CA,46.18,-82.95,Very Small,medium vessels,56.7,49.4,,,4200,1-------,RQ,1
CABBB,Blubber Bay,CA,,,,,,,,,,1-------,AS,1
CABOB,Bobcaygeon,CA,44.5333,-78.55,,,,,,,,1-3--6--,RL,1
CABOR,Borden,CA,46.25,-63.7,,,,,,,,123-----,RL,1
CABWD,Botwood,CA,49.15,-55.3667,,,,,,,,1-3-----,AS,1
CABUE,Bouctouche,CA,46.4667,-64.7167,,,,,,,,1-3-----,RL,1
CABC2,Bow City,CA,50.4167,-112.2667,,,,,,,,1-3-----,RL,1
CABNI,Bowen Island,CA,49.3667,-123.3333,,,,,,,,1-3-----,RL,1
CABWV,Bowmanville,CA,,,,,,,,,,1-------,AS,1
CABRD,Brentwood Bay,CA,48.5833,-123.45,,,,,,,,1-3-----,RL,1
CABRW,Bridgewater,CA,,,,,,,,,,1-------,RQ,1
CABRI,Britannia Beach,CA,,,,,,,,,,1-------,RL,1
CABTT,Britt,CA,,,,,,,,,,1-------,AS,1
CABKA,Brocket,CA,49.55,-113.7667,,,,,,,,1-------,RQ,1
CABCK,Brockville,CA,44.58,-75.67,Very Small,,56.7,56.7,,NAE-CAN,2700,1-------,AC,1
CABKN,Brooklyn,CA,40.67,-74.02,Major,large vessels,31.1,31.1,,NAE-USA,7630,1-------,RQ,1
CABRT,Broughton Is,CA,,,,,,,,,,1--4----,AS,1
CABUA,Bull Arm,CA,47.8333,-53.8667,,,,,,,,1-------,RL,1
CABUO,Burgeo,CA,47.6,-57.6333,,,,,,,,1-3-----,RL,1
CABUI,Burin,CA,47.05,-55.1833,,,,,,,,1-3-----,AC,1
CABUK,Burks Falls,CA,45.6333,-79.45,,,,,,,,1-3--6--,RQ,1
CABRL,Burlington,CA,40.08,-74.87,Very Small,medium vessels,56.7,56.7,,NAE-USA,8140,1-3-----,AS,1
CABUS,Burnside,CA,48.7,-53.8,,,,,,,,1-3-----,AS,1
CABIN,Burrard Inlet,CA,49.3,-123.1833,,,,,,,,1-------,RL,1
CABTF,Butterfly Bay,CA,,,,,,,,,,1-------,AS,1
CAYCB,Cambridge Bay,CA,69.1167,-105.0833,Very Small,,,,,NAW-CAN,20510,1-34----,AI,1
CACAM,Campbell River,CA,50.0167,-125.25,Very Small,large vessels,,38.4,,,18450,1--4----,AS,1
CACBF,Campbellford,CA,44.3,-77.7833,,,,,,,,123-----,RL,1
CACOM,Campbellton,CA,,,,,,,,,,1-------,AC,1
CACPB,Campobello,CA,,,,,,,,,,1-------,AS,1
CACPT,Canaport,CA,,,,,,,,,,1-------,RQ,1
CACAH,Canso,CA,45.3333,-61.0,,,,,,,,1-3-----,RL,1
CACAC,Cap-Chat,CA,49.0833,-66.6833,,,,,,,,1----6--,RL,1
CACDO,Cape Dorset,CA,,,,,,,,,,1--4----,AS,1
CACPY,Cape Ray,CA,47.6333,-59.3,,,,,,,,123-----,RL,1
CACSI,Cap-St-Ignace,CA,47.0333,-70.45,,,,,,,,1----6--,RL,1
CACAQ,Caraquet,CA,47.8,-64.93,Small,medium vessels,49.4,45.7,,,5600,1-------,AS,1
CACBY,Carberry,CA,49.8667,-99.35,,,,,,,,1-3--6--,RL,1
CACRB,Carbonear,CA,47.7333,-53.25,,,,,,,,1-3-----,RL,1
CACDN,Cardinal,CA,44.78,-75.38,Very Small,,,45.7,,,2670,1-------,AS,1
CACLT,Carleton,CA,,,,,,,,,,1-------,RQ,1
CACMV,Carmanville,CA,49.3667,-54.2667,,,,,,,,1-3-----,RL,1
CACAT,Catalina,CA,48.5167,-53.0833,Very Small,medium vessels,42.1,49.4,,NAE-CAN,1605,1-3-----,AC,1
CACHR,Chandler,CA,,,,,,,,,,12------,AS,1
CACIL,Change Islands,CA,49.6667,-54.4167,,,,,,,,1-3-----,RL,1
CAPBQ,Channel-Port aux Basques,CA,47.5667,-59.15,Small,medium vessels,20.1,42.1,,NAE-CAN,1795,1-3-----,AS,1
CASKI,Charlotte (Skidegate),CA,,,,,,,,,,1-------,AS,1
CACHA,Charlottetown,CA,46.2333,-63.1333,Small,large vessels,38.4,42.1,,NAE-CAN,5750,1--4----,AS,1
CARRE,ChÃ¢teau-Richer,CA,46.9667,-71.0167,,,,,,,,1-3-----,RL,1
CACHN,Chatham,CA,57.52,-134.93,Very Small,,,38.4,,,19480,123-----,AS,1
CACHM,Chemainus,CA,48.93,-123.72,Very Small,large vessels,38.4,23.8,,,18560,1-------,AS,1
CACST,Chester,CA,39.85,-75.35,Major,large vessels,34.7,38.4,,NAE-USA,8080,1-------,RQ,1
CAYCS,Chesterfield Inlet,CA,63.3333,-90.7,,,,,,,,1--4----,AI,1
CACTR,Chestermere,CA,51.0333,-113.8167,,,,,,,,1----6--,RL,1
CACHT,ChÃ©ticamp,CA,46.6167,-61.0167,,,,,,,,1-3-----,RL,1
CACHI,Chicoutimi,CA,,,,,,,,,,1-------,AS,1
CACHV,Churchill,CA,58.7667,-94.1833,,,,,,,,1--4----,AS,1
CACLE,Clarenville,CA,48.15,-53.9667,Small,medium vessels,5.5,42.1,,NAE-CAN,1611,1-3-----,AS,1
CACLC,Clarke City,CA,,,,,,,,,,1-------,AS,1
CACLH,Clark's Harbour,CA,43.45,-65.6333,,,,,,,,1-3-----,AS,1
CACSN,Clarkson,CA,43.5,-79.6,Very Small,large vessels,45.7,45.7,,,3015,1-------,AS,1
CACWT,Clearwater,CA,51.65,-120.0333,,,,,,,,123-----,RL,1
CACVA,Cleveland,CA,44.65,-64.0,Major,large vessels,42.1,42.1,,NAE-CAN,3490,1-3--6--,RL,1
CALLF,Clifford,CA,43.9667,-80.9667,,,,,,,,1-------,RL,1
CACLR,Clyde River,CA,,,,,,,,,,1--4----,AS,1
CACAU,Coal Harbour,CA,49.28,-123.12,Large,large vessels,5.5,27.4,1400,NAW-CAN,18150,1-3-----,RL,1
CACBG,Cobourg,CA,43.9667,-78.1667,Small,medium vessels,53.0,53.0,,NAE-CAN,2960,123-----,RL,1
CACHS,Cohasset,CA,,,,,,,,,,1-------,AS,1
CACLB,Colborne,CA,,,,,,,,,,1-3-----,AS,1
CACYP,Coley's Point,CA,47.5833,-53.2667,,,,,,,,1-------,AS,1
CACOL,Collingwood,CA,-40.68,172.67,Very Small,,56.7,56.7,,,55270,1-------,AS,1
CACBC,Come By Chance,CA,47.85,-53.9833,,,,,,,,1-3-----,AS,1
CACCV,Comfort Cove,CA,49.3333,-54.8667,,,,,,,,1-3-----,RQ,1
CACOX,Comox,CA,,,,,,,,,,1-------,RQ,1
CACSJ,Coniston,CA,46.4833,-80.85,,,,,,,,1----6--,RL,1
CACQT,Conquitlam,CA,49.2333,-122.8167,Very Small,medium vessels,,45.7,,NAW-CAN,18130,1----6--,RQ,1
CACOC,Contrecoeur,CA,45.88,-73.2,Very Small,large vessels,38.4,45.7,,NAE-CAN,2975,123-----,RL,1
CACFL,Cooper Cliff,CA,,,,,,,,,,1-3-----,RQ,1
CACOP,Coppermine,CA,67.8,-115.05,Very Small,,,56.7,,,20500,1-------,RL,1
CAYZS,Coral Harbour,CA,64.1333,-83.1667,,,,,,,,1-34----,AI,1
CACBK,Corner Brook,CA,48.95,-57.9333,Small,large vessels,38.4,38.4,,NAE-CAN,1830,1-3-----,AS,1
CACWL,Cornwall,CA,45.02,-74.73,Very Small,medium vessels,42.1,42.1,,,2620,1-------,AS,1
CACWI,Cornwallis Is,CA,,,,,,,,,,1-------,AS,1
CACOR,Corunna,CA,,,,,,,,,,1-------,AS,1
CACQA,Coteau du Lac,CA,,,,,,,,,,1-3-----,RQ,1
CACSC,CÃ´te-Sainte-Catherine,CA,,,,,,,,,,1-------,AS,1
CACOH,Country Harbour,CA,,,,,,,,,,1-------,RQ,1
CACOU,Courtenay,CA,,,,,,,,,,1-------,AS,1
CACRR,Courtright,CA,42.82,-82.47,Very Small,medium vessels,45.7,53.0,,,3670,1-------,AS,1
CACWH,Cow Head,CA,49.9,-57.7833,,,,,,,,1-------,RL,1
CACCB,Cowichan Bay,CA,48.75,-123.62,Very Small,large vessels,38.4,42.1,,,18580,1-------,AS,1
CACRA,Cranford,CA,49.75,-112.35,,,,,,,,1-3-----,RL,1
CACRO,Crofton,CA,48.87,-123.63,Very Small,large vessels,,34.7,,,18570,1-------,AS,1
CACCI,Crystal City,CA,49.1333,-98.95,,,,,,,,123--6--,RL,1
CACUM,Cumberland Bay,CA,,,,,,,,,,1-3-----,RQ,1
CADHS,Dalhousie,CA,48.07,-66.37,Small,large vessels,38.4,38.4,,,5560,1-------,AS,1
CAYDH,Daniels Harbour,CA,50.2333,-57.5833,,,,,,,,1-34----,AI,1
CADEB,Deception Bay,CA,,,,,,,,,,1-------,RQ,1
CADEI,Deer Island,CA,44.9667,-66.9667,,,,,,,,1-------,AI,1
CADEL,Delta,CA,49.0833,-123.0,,,,,,,,1-3-----,AS,1
CADSA,Denman Island,CA,49.55,-124.8,,,,,,,,1-3-----,RL,1
CADIG,Digby,CA,44.62,-65.77,Small,medium vessels,34.7,9.1,,,6470,1-------,AC,1
CADIL,Dildo,CA,47.55,-53.55,,,,,,,,1-3-----,AS,1
CADWL,Dingwall,CA,46.9,-60.4667,,,,,,,,1-------,RL,1
CADCS,Dorchester,CA,42.9833,-81.0667,,,,,,,,1-3--6--,RQ,1
CADLN,Dublin,CA,43.5,-81.2833,Medium,large vessels,38.4,38.4,,EU-NEU,34480,123--6--,RL,1
CAETA,East Angus,CA,45.4833,-71.6667,,,,,,,,1234----,RL,1
CAEDC,Edwards Cove,CA,56.8333,-62.5,,,,,,,,1-------,RQ,1
CAXVX,Emerald Park,CA,50.7333,-104.6333,,,,,,,,1-3-----,RL,1
CAEND,Endako,CA,54.0833,-125.0167,,,,,,,,123--6--,RL,1
CAEBY,English Bay,CA,49.2667,-123.1667,,,,,,,,1-3-----,RL,1
CAENE,Erieau,CA,,,,,,,,,,1-------,AS,1
CAESQ,Esquimalt,CA,48.43,-123.43,Small,large vessels,34.7,31.1,,NAW-CAN,18680,1-------,AS,1
CAETN,Etang-du-Nord,CA,47.3667,-61.9333,,,,,,,,1----6--,RL,1
CAETZ,Etzikom,CA,49.4833,-111.1,,,,,,,,1----6--,RL,1
CAFLR,Fall River,CA,44.8167,-63.6167,Very Small,medium vessels,38.4,38.4,,NAE-CAN,7400,1-3-----,RL,1
CAFAP,Father Point,CA,,,,,,,,,,1-------,RQ,1
CAFOG,Fogo,CA,49.7167,-54.2833,,,,,,,,1-------,AS,1
CAZFT,Forest,CA,43.1,-82.0,,,,,,,,123--6--,RL,1
CAFRV,Forestville,CA,,,,,,,,,,1-------,AS,1
CAFAL,Fort Albany,CA,,,,,,,,,,1-------,AI,1
CAFFS,Fort Frances,CA,48.6,-93.4,,,,,,,,12-4----,AC,1
CAFKN,Fort Franklin,CA,65.1833,-123.4167,,,,,,,,1-3--6--,RL,1
CAFLY,Fort Langley,CA,49.1667,-122.5667,,,,,,,,1-3-----,RL,1
CAFMA,Fort MacKay,CA,57.1833,-111.6333,,,,,,,,1-3-----,RL,1
CAFSI,Fort Simpson,CA,,,,,,,,,,1--4----,AI,1
CAFSM,Fort Smith,CA,,,,,,,,,,1--4----,AI,1
CAFWL,Fort William,CA,48.4,-89.2333,Minor,large vessels,45.7,45.7,,NAE-CAN,5210,1-3--6--,RL,1
CAFOR,Fortune,CA,47.0667,-55.8333,,,,,,,,1-3-----,AS,1
CAFRR,Fraser River,CA,,,,,,,,,,1-------,AS,1
CAFWS,Fraser Wharves,CA,50.9667,-119.2,,,,,,,,1-3-----,RL,1
CAFSD,Fraser-Surrey Docks,CA,49.1167,-122.7333,,,,,,,,1-3-----,RL,1
CAFRE,Fredericton,CA,45.95,-66.65,,,,,,,,1234----,AS,1
CAGLT,Galt,CA,43.35,-80.3,,,,,,,,1-3-----,RL,1
CAGAN,Gander,CA,48.95,-54.55,,,,,,,,1-34----,AS,1
CAGGS,Ganges,CA,48.85,-123.48,Very Small,medium vessels,34.7,49.4,,,18600,1-------,AS,1
CAGPE,GaspÃ©,CA,48.8333,-64.4833,Small,large vessels,9.1,38.4,,NAE-CAN,5510,1--4----,AS,1
CAYHK,Gjoa Haven,CA,68.6167,-95.8333,,,,,,,,1--4----,AI,1
CAGLB,Glace Bay,CA,46.2,-59.9667,,,,,,,,1-------,RL,1
CAGBT,Godbout,CA,,,,,,,,,,1-3-----,AS,1
CAGOH,Goderich,CA,43.75,-81.73,Small,large vessels,45.7,45.7,,,3730,1-------,AS,1
CAGOR,Gold River,CA,49.68,-126.12,Very Small,large vessels,,38.4,,,18792,1-------,AS,1
CAGOO,Goose Bay,CA,53.4,-60.1667,Very Small,,38.4,49.4,,,1335,1--4----,AS,1
CAGRB,Grand Bank,CA,47.1,-55.7833,,,,,,,,1-3-----,AS,1
CAGMA,Grand Manan,CA,44.7,-66.8,,,,,,,,1-3-----,AS,1
CAEDI,Grande-Digue,CA,46.2833,-64.55,,,,,,,,1-3-----,RL,1
CAGRS,Grindstone,CA,,,,,,,,,,1-------,AS,1
CAYGZ,Grise Fiord,CA,76.4167,-82.95,,,,,,,,1--4----,AI,1
CAGCA,Gros Cacouna,CA,,,,,,,,,,1-------,AS,1
CAHCC,Hacketts Cove,CA,44.5667,-63.9333,,,,,,,,1-3-----,RL,1
CAHAL,Halifax,CA,44.65,-63.58,Major,large vessels,12.8,23.8,,NAE-CAN,6340,1--4----,AS,1
CAHAB,Hall Beach,CA,,,,,,,,,,1-------,AS,1
CAOON,Halton Hills,CA,43.6167,-79.95,,,,,,,,1----6--,RL,1
CAHAM,Hamilton,CA,43.25,-79.85,Minor,large vessels,42.1,42.1,,NAE-CAN,3050,1--4----,AS,1
CAHMP,Hampden,CA,49.5333,-56.8667,,,,,,,,1-3-----,RL,1
CAHVR,Hanover,CA,44.1333,-81.0167,,,,,,,,123-----,RL,1
CAHHB,Hants Harbour,CA,48.0167,-53.2667,,,,,,,,1-3-----,RL,1
CAHPT,Hantsport,CA,,,,,,,,,,1-------,AS,1
CAHBR,Harbour Breton,CA,47.4833,-55.8333,,,,,,,,1-3-----,RL,1
CAHRE,Harbour Grace,CA,47.6833,-53.25,,,,,,,,1-3-----,AS,1
CAHAR,Harriet Harbour,CA,52.3,-131.4,,,,,,,,1-3-----,RL,1
CAHON,Harwood,CA,44.1333,-78.1833,,,,,,,,1-3-----,RL,1
CAHSP,Havre-Saint-Pierre,CA,,,,,,,,,,1--4----,AS,1
CAHEB,HÃ©bertville,CA,48.3833,-71.6833,,,,,,,,1-3-----,RL,1
CAHBN,Hebron,CA,58.2,-62.6333,,,,,,,,1-------,RL,1
CAHMM,Hemmingford,CA,45.05,-73.6,,,,,,,,1----6--,RL,1
CAHLI,Herschel Island,CA,69.5667,-139.0667,,,,,,,,1-------,RL,1
CAHIB,Hibernia,CA,44.3333,-64.9833,,,,,,,,1-3-----,AS,1
CAHID,Hilda,CA,,,,,,,,,,1-3-----,RQ,1
CAHOD,Holyrood,CA,47.3833,-53.1333,,,,,,,,1-3-----,AS,1
CAHOP,Hopedale,CA,55.45,-60.2167,,,,,,,,1-34----,AI,1
CAHRF,Horsefly,CA,52.3333,-121.4167,,,,,,,,1-3-----,RL,1
CAHWS,Howe Sound,CA,,,,,,,,,,1-------,AS,1
CAIGL,Igloolik,CA,69.3667,-81.8167,,,,,,,,1--4----,AS,1
CASIM,Imperial,CA,51.3333,-105.4333,,,,,,,,1234----,RL,1
CAIAM,Indian Arm,CA,49.3667,-122.8667,,,,,,,,1-------,RL,1
CAIKM,Inkerman,CA,45.0333,-75.4,,,,,,,,1-3-----,RL,1
CAIVM,Invermere,CA,50.5167,-116.0333,,,,,,,,123-----,RL,1
CAIOC,Ioco,CA,,,,,,,,,,1-------,AS,1
CAION,Iona,CA,,,,,,,,,,1-------,AS,1
CAIQL,Iqaluit,CA,63.7333,-68.5,,,,,,,,1-3-----,RL,1
CAIVN,Irvine,CA,49.95,-110.2667,,,,,,,,123--6--,RL,1
CAISL,Island Lake,CA,53.8667,-94.6667,,,,,,,,1-3-----,RL,1
CAJAC,Jackson Arm,CA,49.8667,-56.8,,,,,,,,1-3-----,RL,1
CAJEG,Jemseg,CA,45.8167,-66.1,,,,,,,,1-3-----,RL,1
CAJEI,Jervis Inlet,CA,,,,,,,,,,1-------,AS,1
CAKLO,Kaslo,CA,49.9,-116.9167,,,,,,,,1-3-----,RL,1
CAKEE,Keene,CA,44.25,-78.1667,,,,,,,,1----6--,RQ,1
CAKHO,Key Harbour,CA,45.8833,-80.7333,Very Small,medium vessels,49.4,,,NAE-CAN,4060,1-3-----,RL,1
CAKLY,Killarney,CA,45.97,-81.52,Very Small,medium vessels,49.4,53.0,,,4080,1-------,AS,1
CAKWI,King William Is,CA,,,,,,,,,,1-------,AS,1
CAKIN,Kingston,CA,-29.07,167.95,Very Small,medium vessels,56.7,56.7,,OC-OCE,55500,1--4----,AS,1
CAKVL,Kingsville,CA,42.02,-82.73,Very Small,medium vessels,56.7,56.7,,NAE-CAN,3360,1-------,AS,1
CAKKR,Kinkora,CA,5.05,-64.0,,,,,,,,1----6--,RQ,1
CAKNE,Kinnear's Mills,CA,46.2167,-71.3833,,,,,,,,1-3-----,RL,1
CAKTM,Kitimat,CA,54.0,-128.68,Small,large vessels,38.4,38.4,,,18925,1-------,AS,1
CAYKT,Klemtu,CA,52.6,-128.52,Very Small,medium vessels,27.4,42.1,,,18916,1--4----,AI,1
CAKOV,Kovik Bay,CA,61.55,-77.7333,,,,,,,,1-3-----,AS,1
CAFCM,Kuujjuaq,CA,58.1,-68.4,,,,,,,,1--4----,AI,1
CAREL,La Relance,CA,50.15,-66.45,,,,,,,,1-------,RQ,1
CALMW,La Salle,CA,49.7,-97.2667,,,,,,,,1-3-----,RL,1
CAAAB,Lac La Biche,CA,54.7667,-111.95,,,,,,,,1----6--,RL,1
CALDT,Lac-Drolet,CA,45.7167,-70.85,,,,,,,,1----6--,RL,1
CALAC,Lachine/Montreal,CA,,,,,,,,,,1-3-----,RL,1
CALCH,Lachute,CA,,,,,,,,,,1-3-----,AS,1
CALCO,Lacolle,CA,,,,,,,,,,1-3-----,AS,1
CALDN,Ladner,CA,,,,,,,,,,1-3-----,AS,1
CALAD,Ladysmith,CA,,,,,,,,,,12------,AI,1
CALAH,Lake Harbour,CA,,,,,,,,,,1-------,AS,1
CALSE,Lakeshore,CA,42.2833,-82.7333,,,,,,,,123--6--,RL,1
CALAW,Lakeview,CA,,,,,,,,,,1-------,AS,1
